1 1.01 1.04 1.09 1.16 1.25 1.36 1.49 1.64 1.81 2 2.21 2.44 2.69 2.96 3.25 3.56 3.89 4.24 4.61 5 5.41 5.84 6.29 6.76 7.25 7.76 8.29 8.84 9.41 10 10.61 11.24 11.89 12.56 13.25 13.96 14.69 15.44 16.21 17 17.81 18.64 19.49 20.36 21.25 22.16 23.09 24.04 25.01 26 27.01 28.04 29.09 30.16 31.25 32.36 33.49 34.64 35.81 37 38.21 39.44 40.69 41.96 43.25 44.56 45.89 47.24 48.61 50 51.41 52.84 54.29 55.76 57.25 58.76 60.29 61.84 63.41 65 66.61 68.24 69.89 71.56 73.25 74.96 76.69 78.44 80.21 82 83.81 85.64 87.49 89.36 91.25 93.16 95.09 97.04 99.01 
1.21 1.22 1.25 1.3 1.37 1.46 1.57 1.7 1.85 2.02 2.21 2.42 2.65 2.9 3.17 3.46 3.77 4.1 4.45 4.82 5.21 5.62 6.05 6.5 6.97 7.46 7.97 8.5 9.05 9.62 10.21 10.82 11.45 12.1 12.77 13.46 14.17 14.9 15.65 16.42 17.21 18.02 18.85 19.7 20.57 21.46 22.37 23.3 24.25 25.22 26.21 27.22 28.25 29.3 30.37 31.46 32.57 33.7 34.85 36.02 37.21 38.42 39.65 40.9 42.17 43.46 44.77 46.1 47.45 48.82 50.21 51.62 53.05 54.5 55.97 57.46 58.97 60.5 62.05 63.62 65.21 66.82 68.45 70.1 71.77 73.46 75.17 76.9 78.65 80.42 82.21 84.02 85.85 87.7 89.57 91.46 93.37 95.3 97.25 99.22 
1.44 1.45 1.48 1.53 1.6 1.69 1.8 1.93 2.08 2.25 2.44 2.65 2.88 3.13 3.4 3.69 4 4.33 4.68 5.05 5.44 5.85 6.28 6.73 7.2 7.69 8.2 8.73 9.28 9.85 10.44 11.05 11.68 12.33 13 13.69 14.4 15.13 15.88 16.65 17.44 18.25 19.08 19.93 20.8 21.69 22.6 23.53 24.48 25.45 26.44 27.45 28.48 29.53 30.6 31.69 32.8 33.93 35.08 36.25 37.44 38.65 39.88 41.13 42.4 43.69 45 46.33 47.68 49.05 50.44 51.85 53.28 54.73 56.2 57.69 59.2 60.73 62.28 63.85 65.44 67.05 68.68 70.33 72 73.69 75.4 77.13 78.88 80.65 82.44 84.25 86.08 87.93 89.8 91.69 93.6 95.53 97.48 99.45 
1.69 1.7 1.73 1.78 1.85 1.94 2.05 2.18 2.33 2.5 2.69 2.9 3.13 3.38 3.65 3.94 4.25 4.58 4.93 5.3 5.69 6.1 6.53 6.98 7.45 7.94 8.45 8.98 9.53 10.1 10.69 11.3 11.93 12.58 13.25 13.94 14.65 15.38 16.13 16.9 17.69 18.5 19.33 20.18 21.05 21.94 22.85 23.78 24.73 25.7 26.69 27.7 28.73 29.78 30.85 31.94 33.05 34.18 35.33 36.5 37.69 38.9 40.13 41.38 42.65 43.94 45.25 46.58 47.93 49.3 50.69 52.1 53.53 54.98 56.45 57.94 59.45 60.98 62.53 64.1 65.69 67.3 68.93 70.58 72.25 73.94 75.65 77.38 79.13 80.9 82.69 84.5 86.33 88.18 90.05 91.94 93.85 95.78 97.73 99.7 
1.96 1.97 2 2.05 2.12 2.21 2.32 2.45 2.6 2.77 2.96 3.17 3.4 3.65 3.92 4.21 4.52 4.85 5.2 5.57 5.96 6.37 6.8 7.25 7.72 8.21 8.72 9.25 9.8 10.37 10.96 11.57 12.2 12.85 13.52 14.21 14.92 15.65 16.4 17.17 17.96 18.77 19.6 20.45 21.32 22.21 23.12 24.05 25 25.97 26.96 27.97 29 30.05 31.12 32.21 33.32 34.45 35.6 36.77 37.96 39.17 40.4 41.65 42.92 44.21 45.52 46.85 48.2 49.57 50.96 52.37 53.8 55.25 56.72 58.21 59.72 61.25 62.8 64.37 65.96 67.57 69.2 70.85 72.52 74.21 75.92 77.65 79.4 81.17 82.96 84.77 86.6 88.45 90.32 92.21 94.12 96.05 98 99.97 
2.25 2.26 2.29 2.34 2.41 2.5 2.61 2.74 2.89 3.06 3.25 3.46 3.69 3.94 4.21 4.5 4.81 5.14 5.49 5.86 6.25 6.66 7.09 7.54 8.01 8.5 9.01 9.54 10.09 10.66 11.25 11.86 12.49 13.14 13.81 14.5 15.21 15.94 16.69 17.46 18.25 19.06 19.89 20.74 21.61 22.5 23.41 24.34 25.29 26.26 27.25 28.26 29.29 30.34 31.41 32.5 33.61 34.74 35.89 37.06 38.25 39.46 40.69 41.94 43.21 44.5 45.81 47.14 48.49 49.86 51.25 52.66 54.09 55.54 57.01 58.5 60.01 61.54 63.09 64.66 66.25 67.86 69.49 71.14 72.81 74.5 76.21 77.94 79.69 81.46 83.25 85.06 86.89 88.74 90.61 92.5 94.41 96.34 98.29 100.26 
2.56 2.57 2.6 2.65 2.72 2.81 2.92 3.05 3.2 3.37 3.56 3.77 4 4.25 4.52 4.81 5.12 5.45 5.8 6.17 6.56 6.97 7.4 7.85 8.32 8.81 9.32 9.85 10.4 10.97 11.56 12.17 12.8 13.45 14.12 14.81 15.52 16.25 17 17.77 18.56 19.37 20.2 21.05 21.92 22.81 23.72 24.65 25.6 26.57 27.56 28.57 29.6 30.65 31.72 32.81 33.92 35.05 36.2 37.37 38.56 39.77 41 42.25 43.52 44.81 46.12 47.45 48.8 50.17 51.56 52.97 54.4 55.85 57.32 58.81 60.32 61.85 63.4 64.97 66.56 68.17 69.8 71.45 73.12 74.81 76.52 78.25 80 81.77 83.56 85.37 87.2 89.05 90.92 92.81 94.72 96.65 98.6 100.57 
2.89 2.9 2.93 2.98 3.05 3.14 3.25 3.38 3.53 3.7 3.89 4.1 4.33 4.58 4.85 5.14 5.45 5.78 6.13 6.5 6.89 7.3 7.73 8.18 8.65 9.14 9.65 10.18 10.73 11.3 11.89 12.5 13.13 13.78 14.45 15.14 15.85 16.58 17.33 18.1 18.89 19.7 20.53 21.38 22.25 23.14 24.05 24.98 25.93 26.9 27.89 28.9 29.93 30.98 32.05 33.14 34.25 35.38 36.53 37.7 38.89 40.1 41.33 42.58 43.85 45.14 46.45 47.78 49.13 50.5 51.89 53.3 54.73 56.18 57.65 59.14 60.65 62.18 63.73 65.3 66.89 68.5 70.13 71.78 73.45 75.14 76.85 78.58 80.33 82.1 83.89 85.7 87.53 89.38 91.25 93.14 95.05 96.98 98.93 100.9 
3.24 3.25 3.28 3.33 3.4 3.49 3.6 3.73 3.88 4.05 4.24 4.45 4.68 4.93 5.2 5.49 5.8 6.13 6.48 6.85 7.24 7.65 8.08 8.53 9 9.49 10 10.53 11.08 11.65 12.24 12.85 13.48 14.13 14.8 15.49 16.2 16.93 17.68 18.45 19.24 20.05 20.88 21.73 22.6 23.49 24.4 25.33 26.28 27.25 28.24 29.25 30.28 31.33 32.4 33.49 34.6 35.73 36.88 38.05 39.24 40.45 41.68 42.93 44.2 45.49 46.8 48.13 49.48 50.85 52.24 53.65 55.08 56.53 58 59.49 61 62.53 64.08 65.65 67.24 68.85 70.48 72.13 73.8 75.49 77.2 78.93 80.68 82.45 84.24 86.05 87.88 89.73 91.6 93.49 95.4 97.33 99.28 101.25 
3.61 3.62 3.65 3.7 3.77 3.86 3.97 4.1 4.25 4.42 4.61 4.82 5.05 5.3 5.57 5.86 6.17 6.5 6.85 7.22 7.61 8.02 8.45 8.9 9.37 9.86 10.37 10.9 11.45 12.02 12.61 13.22 13.85 14.5 15.17 15.86 16.57 17.3 18.05 18.82 19.61 20.42 21.25 22.1 22.97 23.86 24.77 25.7 26.65 27.62 28.61 29.62 30.65 31.7 32.77 33.86 34.97 36.1 37.25 38.42 39.61 40.82 42.05 43.3 44.57 45.86 47.17 48.5 49.85 51.22 52.61 54.02 55.45 56.9 58.37 59.86 61.37 62.9 64.45 66.02 67.61 69.22 70.85 72.5 74.17 75.86 77.57 79.3 81.05 82.82 84.61 86.42 88.25 90.1 91.97 93.86 95.77 97.7 99.65 101.62 
4 4.01 4.04 4.09 4.16 4.25 4.36 4.49 4.64 4.81 5 5.21 5.44 5.69 5.96 6.25 6.56 6.89 7.24 7.61 8 8.41 8.84 9.29 9.76 10.25 10.76 11.29 11.84 12.41 13 13.61 14.24 14.89 15.56 16.25 16.96 17.69 18.44 19.21 20 20.81 21.64 22.49 23.36 24.25 25.16 26.09 27.04 28.01 29 30.01 31.04 32.09 33.16 34.25 35.36 36.49 37.64 38.81 40 41.21 42.44 43.69 44.96 46.25 47.56 48.89 50.24 51.61 53 54.41 55.84 57.29 58.76 60.25 61.76 63.29 64.84 66.41 68 69.61 71.24 72.89 74.56 76.25 77.96 79.69 81.44 83.21 85 86.81 88.64 90.49 92.36 94.25 96.16 98.09 100.04 102.01 
4.41 4.42 4.45 4.5 4.57 4.66 4.77 4.9 5.05 5.22 5.41 5.62 5.85 6.1 6.37 6.66 6.97 7.3 7.65 8.02 8.41 8.82 9.25 9.7 10.17 10.66 11.17 11.7 12.25 12.82 13.41 14.02 14.65 15.3 15.97 16.66 17.37 18.1 18.85 19.62 20.41 21.22 22.05 22.9 23.77 24.66 25.57 26.5 27.45 28.42 29.41 30.42 31.45 32.5 33.57 34.66 35.77 36.9 38.05 39.22 40.41 41.62 42.85 44.1 45.37 46.66 47.97 49.3 50.65 52.02 53.41 54.82 56.25 57.7 59.17 60.66 62.17 63.7 65.25 66.82 68.41 70.02 71.65 73.3 74.97 76.66 78.37 80.1 81.85 83.62 85.41 87.22 89.05 90.9 92.77 94.66 96.57 98.5 100.45 102.42 
4.84 4.85 4.88 4.93 5 5.09 5.2 5.33 5.48 5.65 5.84 6.05 6.28 6.53 6.8 7.09 7.4 7.73 8.08 8.45 8.84 9.25 9.68 10.13 10.6 11.09 11.6 12.13 12.68 13.25 13.84 14.45 15.08 15.73 16.4 17.09 17.8 18.53 19.28 20.05 20.84 21.65 22.48 23.33 24.2 25.09 26 26.93 27.88 28.85 29.84 30.85 31.88 32.93 34 35.09 36.2 37.33 38.48 39.65 40.84 42.05 43.28 44.53 45.8 47.09 48.4 49.73 51.08 52.45 53.84 55.25 56.68 58.13 59.6 61.09 62.6 64.13 65.68 67.25 68.84 70.45 72.08 73.73 75.4 77.09 78.8 80.53 82.28 84.05 85.84 87.65 89.48 91.33 93.2 95.09 97 98.93 100.88 102.85 
5.29 5.3 5.33 5.38 5.45 5.54 5.65 5.78 5.93 6.1 6.29 6.5 6.73 6.98 7.25 7.54 7.85 8.18 8.53 8.9 9.29 9.7 10.13 10.58 11.05 11.54 12.05 12.58 13.13 13.7 14.29 14.9 15.53 16.18 16.85 17.54 18.25 18.98 19.73 20.5 21.29 22.1 22.93 23.78 24.65 25.54 26.45 27.38 28.33 29.3 30.29 31.3 32.33 33.38 34.45 35.54 36.65 37.78 38.93 40.1 41.29 42.5 43.73 44.98 46.25 47.54 48.85 50.18 51.53 52.9 54.29 55.7 57.13 58.58 60.05 61.54 63.05 64.58 66.13 67.7 69.29 70.9 72.53 74.18 75.85 77.54 79.25 80.98 82.73 84.5 86.29 88.1 89.93 91.78 93.65 95.54 97.45 99.38 101.33 103.3 
5.76 5.77 5.8 5.85 5.92 6.01 6.12 6.25 6.4 6.57 6.76 6.97 7.2 7.45 7.72 8.01 8.32 8.65 9 9.37 9.76 10.17 10.6 11.05 11.52 12.01 12.52 13.05 13.6 14.17 14.76 15.37 16 16.65 17.32 18.01 18.72 19.45 20.2 20.97 21.76 22.57 23.4 24.25 25.12 26.01 26.92 27.85 28.8 29.77 30.76 31.77 32.8 33.85 34.92 36.01 37.12 38.25 39.4 40.57 41.76 42.97 44.2 45.45 46.72 48.01 49.32 50.65 52 53.37 54.76 56.17 57.6 59.05 60.52 62.01 63.52 65.05 66.6 68.17 69.76 71.37 73 74.65 76.32 78.01 79.72 81.45 83.2 84.97 86.76 88.57 90.4 92.25 94.12 96.01 97.92 99.85 101.8 103.77 
6.25 6.26 6.29 6.34 6.41 6.5 6.61 6.74 6.89 7.06 7.25 7.46 7.69 7.94 8.21 8.5 8.81 9.14 9.49 9.86 10.25 10.66 11.09 11.54 12.01 12.5 13.01 13.54 14.09 14.66 15.25 15.86 16.49 17.14 17.81 18.5 19.21 19.94 20.69 21.46 22.25 23.06 23.89 24.74 25.61 26.5 27.41 28.34 29.29 30.26 31.25 32.26 33.29 34.34 35.41 36.5 37.61 38.74 39.89 41.06 42.25 43.46 44.69 45.94 47.21 48.5 49.81 51.14 52.49 53.86 55.25 56.66 58.09 59.54 61.01 62.5 64.01 65.54 67.09 68.66 70.25 71.86 73.49 75.14 76.81 78.5 80.21 81.94 83.69 85.46 87.25 89.06 90.89 92.74 94.61 96.5 98.41 100.34 102.29 104.26 
6.76 6.77 6.8 6.85 6.92 7.01 7.12 7.25 7.4 7.57 7.76 7.97 8.2 8.45 8.72 9.01 9.32 9.65 10 10.37 10.76 11.17 11.6 12.05 12.52 13.01 13.52 14.05 14.6 15.17 15.76 16.37 17 17.65 18.32 19.01 19.72 20.45 21.2 21.97 22.76 23.57 24.4 25.25 26.12 27.01 27.92 28.85 29.8 30.77 31.76 32.77 33.8 34.85 35.92 37.01 38.12 39.25 40.4 41.57 42.76 43.97 45.2 46.45 47.72 49.01 50.32 51.65 53 54.37 55.76 57.17 58.6 60.05 61.52 63.01 64.52 66.05 67.6 69.17 70.76 72.37 74 75.65 77.32 79.01 80.72 82.45 84.2 85.97 87.76 89.57 91.4 93.25 95.12 97.01 98.92 100.85 102.8 104.77 
7.29 7.3 7.33 7.38 7.45 7.54 7.65 7.78 7.93 8.1 8.29 8.5 8.73 8.98 9.25 9.54 9.85 10.18 10.53 10.9 11.29 11.7 12.13 12.58 13.05 13.54 14.05 14.58 15.13 15.7 16.29 16.9 17.53 18.18 18.85 19.54 20.25 20.98 21.73 22.5 23.29 24.1 24.93 25.78 26.65 27.54 28.45 29.38 30.33 31.3 32.29 33.3 34.33 35.38 36.45 37.54 38.65 39.78 40.93 42.1 43.29 44.5 45.73 46.98 48.25 49.54 50.85 52.18 53.53 54.9 56.29 57.7 59.13 60.58 62.05 63.54 65.05 66.58 68.13 69.7 71.29 72.9 74.53 76.18 77.85 79.54 81.25 82.98 84.73 86.5 88.29 90.1 91.93 93.78 95.65 97.54 99.45 101.38 103.33 105.3 
7.84 7.85 7.88 7.93 8 8.09 8.2 8.33 8.48 8.65 8.84 9.05 9.28 9.53 9.8 10.09 10.4 10.73 11.08 11.45 11.84 12.25 12.68 13.13 13.6 14.09 14.6 15.13 15.68 16.25 16.84 17.45 18.08 18.73 19.4 20.09 20.8 21.53 22.28 23.05 23.84 24.65 25.48 26.33 27.2 28.09 29 29.93 30.88 31.85 32.84 33.85 34.88 35.93 37 38.09 39.2 40.33 41.48 42.65 43.84 45.05 46.28 47.53 48.8 50.09 51.4 52.73 54.08 55.45 56.84 58.25 59.68 61.13 62.6 64.09 65.6 67.13 68.68 70.25 71.84 73.45 75.08 76.73 78.4 80.09 81.8 83.53 85.28 87.05 88.84 90.65 92.48 94.33 96.2 98.09 100 101.93 103.88 105.85 
8.41 8.42 8.45 8.5 8.57 8.66 8.77 8.9 9.05 9.22 9.41 9.62 9.85 10.1 10.37 10.66 10.97 11.3 11.65 12.02 12.41 12.82 13.25 13.7 14.17 14.66 15.17 15.7 16.25 16.82 17.41 18.02 18.65 19.3 19.97 20.66 21.37 22.1 22.85 23.62 24.41 25.22 26.05 26.9 27.77 28.66 29.57 30.5 31.45 32.42 33.41 34.42 35.45 36.5 37.57 38.66 39.77 40.9 42.05 43.22 44.41 45.62 46.85 48.1 49.37 50.66 51.97 53.3 54.65 56.02 57.41 58.82 60.25 61.7 63.17 64.66 66.17 67.7 69.25 70.82 72.41 74.02 75.65 77.3 78.97 80.66 82.37 84.1 85.85 87.62 89.41 91.22 93.05 94.9 96.77 98.66 100.57 102.5 104.45 106.42 
9 9.01 9.04 9.09 9.16 9.25 9.36 9.49 9.64 9.81 10 10.21 10.44 10.69 10.96 11.25 11.56 11.89 12.24 12.61 13 13.41 13.84 14.29 14.76 15.25 15.76 16.29 16.84 17.41 18 18.61 19.24 19.89 20.56 21.25 21.96 22.69 23.44 24.21 25 25.81 26.64 27.49 28.36 29.25 30.16 31.09 32.04 33.01 34 35.01 36.04 37.09 38.16 39.25 40.36 41.49 42.64 43.81 45 46.21 47.44 48.69 49.96 51.25 52.56 53.89 55.24 56.61 58 59.41 60.84 62.29 63.76 65.25 66.76 68.29 69.84 71.41 73 74.61 76.24 77.89 79.56 81.25 82.96 84.69 86.44 88.21 90 91.81 93.64 95.49 97.36 99.25 101.16 103.09 105.04 107.01 
9.61 9.62 9.65 9.7 9.77 9.86 9.97 10.1 10.25 10.42 10.61 10.82 11.05 11.3 11.57 11.86 12.17 12.5 12.85 13.22 13.61 14.02 14.45 14.9 15.37 15.86 16.37 16.9 17.45 18.02 18.61 19.22 19.85 20.5 21.17 21.86 22.57 23.3 24.05 24.82 25.61 26.42 27.25 28.1 28.97 29.86 30.77 31.7 32.65 33.62 34.61 35.62 36.65 37.7 38.77 39.86 40.97 42.1 43.25 44.42 45.61 46.82 48.05 49.3 50.57 51.86 53.17 54.5 55.85 57.22 58.61 60.02 61.45 62.9 64.37 65.86 67.37 68.9 70.45 72.02 73.61 75.22 76.85 78.5 80.17 81.86 83.57 85.3 87.05 88.82 90.61 92.42 94.25 96.1 97.97 99.86 101.77 103.7 105.65 107.62 
10.24 10.25 10.28 10.33 10.4 10.49 10.6 10.73 10.88 11.05 11.24 11.45 11.68 11.93 12.2 12.49 12.8 13.13 13.48 13.85 14.24 14.65 15.08 15.53 16 16.49 17 17.53 18.08 18.65 19.24 19.85 20.48 21.13 21.8 22.49 23.2 23.93 24.68 25.45 26.24 27.05 27.88 28.73 29.6 30.49 31.4 32.33 33.28 34.25 35.24 36.25 37.28 38.33 39.4 40.49 41.6 42.73 43.88 45.05 46.24 47.45 48.68 49.93 51.2 52.49 53.8 55.13 56.48 57.85 59.24 60.65 62.08 63.53 65 66.49 68 69.53 71.08 72.65 74.24 75.85 77.48 79.13 80.8 82.49 84.2 85.93 87.68 89.45 91.24 93.05 94.88 96.73 98.6 100.49 102.4 104.33 106.28 108.25 
10.89 10.9 10.93 10.98 11.05 11.14 11.25 11.38 11.53 11.7 11.89 12.1 12.33 12.58 12.85 13.14 13.45 13.78 14.13 14.5 14.89 15.3 15.73 16.18 16.65 17.14 17.65 18.18 18.73 19.3 19.89 20.5 21.13 21.78 22.45 23.14 23.85 24.58 25.33 26.1 26.89 27.7 28.53 29.38 30.25 31.14 32.05 32.98 33.93 34.9 35.89 36.9 37.93 38.98 40.05 41.14 42.25 43.38 44.53 45.7 46.89 48.1 49.33 50.58 51.85 53.14 54.45 55.78 57.13 58.5 59.89 61.3 62.73 64.18 65.65 67.14 68.65 70.18 71.73 73.3 74.89 76.5 78.13 79.78 81.45 83.14 84.85 86.58 88.33 90.1 91.89 93.7 95.53 97.38 99.25 101.14 103.05 104.98 106.93 108.9 
11.56 11.57 11.6 11.65 11.72 11.81 11.92 12.05 12.2 12.37 12.56 12.77 13 13.25 13.52 13.81 14.12 14.45 14.8 15.17 15.56 15.97 16.4 16.85 17.32 17.81 18.32 18.85 19.4 19.97 20.56 21.17 21.8 22.45 23.12 23.81 24.52 25.25 26 26.77 27.56 28.37 29.2 30.05 30.92 31.81 32.72 33.65 34.6 35.57 36.56 37.57 38.6 39.65 40.72 41.81 42.92 44.05 45.2 46.37 47.56 48.77 50 51.25 52.52 53.81 55.12 56.45 57.8 59.17 60.56 61.97 63.4 64.85 66.32 67.81 69.32 70.85 72.4 73.97 75.56 77.17 78.8 80.45 82.12 83.81 85.52 87.25 89 90.77 92.56 94.37 96.2 98.05 99.92 101.81 103.72 105.65 107.6 109.57 
